# uniform1 uniform2 gaussian1 gaussian2
  0.930178 0.540340 0.144479 0.645348
  0.799782 0.415107 -1.095506 0.070508
  0.375729 0.532851 1.686974 1.280905
  0.997908 0.118806 -0.095653 -1.326039
  0.608806 0.225094 1.688230 2.661675
  0.833979 0.550393 -0.105360 -0.208117
  0.927042 0.291130 0.272761 -1.551504
  0.735117 0.809988 -0.059130 0.516513
  0.602930 0.943561 -0.519515 -0.457584
  0.226287 0.361366 -0.696578 -0.029623
  0.632939 0.634437 0.910823 0.232323
  0.264943 0.344528 1.444903 0.468691
  0.402532 0.857277 1.044389 -0.155906
  0.129651 0.152886 -1.397093 0.006711
  0.376125 0.110388 -1.407147 -0.416320
  0.424135 0.990100 -0.793815 -0.372665
  0.891264 0.549095 -0.751698 0.514155
  0.308944 0.650359 1.033684 -0.365601
  0.120476 0.916998 -1.594064 -1.405452
  0.613047 0.636052 0.451872 1.406066
  0.085067 0.067328 -0.660682 -1.928732
  0.368839 0.827968 0.843813 -0.445172
  0.740986 0.186216 -1.048047 -1.608710
  0.444420 0.285288 1.749039 0.385104
  0.704057 0.081282 0.491246 0.258995
  0.626956 0.805942 0.633435 -0.600851
  0.396193 0.160825 -1.089196 0.452444
  0.980788 0.159261 2.132738 1.713833
  0.940248 0.783250 0.217286 0.420471
  0.742722 0.684931 -0.946562 0.759838
  0.348898 0.861674 -1.420255 -0.659870
  0.683309 0.404382 0.291031 -0.801159
  0.614517 0.246374 -1.837501 2.466271
  0.703817 0.974897 -1.862181 -0.069785
  0.241815 0.770086 -1.413865 1.446222
  0.549444 0.305616 0.669077 -0.018000
  0.873515 0.981473 -0.485299 -1.782487
  0.774511 0.915155 0.134763 1.697449
  0.091650 0.653058 -0.066955 -1.469473
  0.869621 0.037054 -1.834374 1.817798
  0.498105 0.718991 1.045178 0.138687
  0.259212 0.529138 -0.018644 0.629135
  0.707557 0.620938 -1.059634 -1.682128
  0.562412 0.336314 0.247459 -0.136625
  0.881822 0.046304 -2.174815 -0.561232
  0.535614 0.121670 -0.841058 0.470272
  0.589142 0.132807 -1.556143 0.855593
  0.270515 0.241690 -1.487416 0.742079
  0.676851 0.108367 -0.803711 1.674918
  0.239912 0.903883 0.182432 -0.774689
  0.201310 0.769669 -1.145635 0.068943
  0.186806 0.918479 0.939110 -0.003527
  0.465247 0.026478 -0.274818 1.146111
  0.477067 0.981845 0.414742 0.511871
  0.579357 0.692872 -0.793816 -1.163270
  0.825126 0.877044 0.782468 -0.697992
  0.155576 0.046879 -0.098790 -1.396725
  0.564164 0.718105 -0.393789 0.202503
  0.764630 0.508710 -0.487637 2.750851
  0.403710 0.564552 -0.142217 -0.325353
  0.233604 0.038833 0.462214 -0.423913
  0.448858 0.021224 -0.030412 -0.274753
  0.428104 0.225332 1.102203 0.251067
  0.436921 0.067325 -2.273077 0.442872
  0.484194 0.045746 0.754981 -0.633462
  0.688128 0.269696 0.332354 -0.680185
  0.781519 0.203796 0.124097 0.455406
  0.954800 0.604748 -0.259767 -0.000283
  0.240193 0.504592 -1.313140 1.398839
  0.243143 0.632548 -1.570967 0.276706
  0.762997 0.101806 -1.609782 0.429176
  0.431311 0.644807 -0.998181 0.363821
  0.380090 0.764084 0.981996 -0.232975
  0.740455 0.509358 0.188955 -1.176741
  0.899296 0.046168 0.231415 0.100674
  0.886453 0.980153 -0.274617 -1.095811
  0.899645 0.221738 -1.980996 2.511200
  0.641962 0.030866 -0.176114 0.332502
  0.335781 0.197308 -0.025858 -2.277416
  0.702542 0.742356 1.214902 0.941545
  0.667174 0.139923 0.796992 1.802998
  0.468154 0.757821 0.524587 -1.267851
  0.268421 0.312736 0.738699 0.185689
  0.437376 0.568106 0.357640 1.290451
  0.007591 0.543012 -0.366345 -0.540126
  0.484855 0.873235 0.591067 0.833295
  0.094086 0.771729 -1.767851 -1.810672
  0.124609 0.962758 0.649970 -0.358737
  0.978494 0.011824 -0.003292 1.157648
  0.611326 0.276716 0.136872 0.321471
  0.701452 0.276035 -0.521884 0.473255
  0.400051 0.176373 -1.244940 -1.834449
  0.082291 0.403122 -0.841568 1.640671
  0.223997 0.097736 -0.769558 1.771042
  0.552558 0.773050 -0.026040 -1.789929
  0.089403 0.638163 -1.633368 0.641629
  0.178482 0.481000 -1.349461 -0.236115
  0.162389 0.300818 0.531164 0.201838
  0.649309 0.052529 1.466901 -0.552347
  0.411391 0.121238 0.064866 -1.137499
  0.640730 0.082054 1.552527 0.420595
  0.590052 0.013183 0.667300 1.971117
  0.018328 0.167572 0.442359 -0.921933
  0.014743 0.857920 0.242075 0.809509
  0.726959 0.459830 0.193556 -0.519616
  0.216927 0.338085 0.322118 -0.662052
  0.031573 0.277534 0.675224 -0.084616
  0.823466 0.434238 -0.561441 1.982261
  0.063427 0.241835 2.026579 -0.977647
  0.520934 0.913657 1.288410 0.462945
  0.425661 0.366236 -1.403578 -0.966192
  0.460646 0.984244 1.231314 0.056752
  0.708324 0.001258 0.753863 -1.076924
  0.178620 0.584513 0.058736 -1.986134
  0.716271 0.494997 -1.982804 -0.519377
  0.130775 0.559812 0.088192 -1.275830
  0.163380 0.460941 -0.624194 0.486716
  0.532830 0.868927 1.131200 1.263848
  0.049429 0.395922 -0.545736 -0.851207
  0.980809 0.212629 -0.718012 -0.374938
  0.907137 0.174626 -1.388488 -0.385915
  0.181256 0.151866 0.355092 0.541592
  0.130667 0.794881 -0.497211 -0.489403
  0.820759 0.983581 -2.300614 -0.228121
  0.306284 0.674786 0.909245 -1.614649
  0.268952 0.635807 -0.941792 1.174645
  0.202595 0.850345 1.159060 0.179130
  0.212082 0.778969 -0.968415 0.291327
  0.692345 0.499425 -0.935522 1.277777
  0.785620 0.593933 -0.257959 -1.735064
  0.395532 0.525003 0.195941 0.640057
  0.425541 0.697287 -0.776112 -1.069768
  0.250654 0.827840 -0.255699 -0.574209
  0.402537 0.981614 1.118431 1.273102
  0.165426 0.183060 -0.702378 1.606737
  0.012919 0.845456 -0.608329 -0.678621
  0.175791 0.396411 2.121499 0.746762
  0.512675 0.155350 -0.297436 1.405547
  0.071098 0.767672 0.301487 -1.155395
  0.912754 0.286433 -1.432360 -0.954521
  0.112209 0.668220 -0.982537 0.591269
  0.770317 0.097743 1.263968 -0.000042
  0.743939 0.058980 0.535030 1.739852
  0.756975 0.533740 0.654676 0.482806
  0.473835 0.608423 0.788417 -0.802452
  0.717189 0.046835 0.661298 1.301114
  0.573234 0.905650 -1.395693 0.098103
  0.614040 0.883917 0.975025 1.505455
  0.480411 0.125078 1.926128 -0.215631
  0.543155 0.286833 -0.836623 0.502891
  0.253350 0.826436 -0.747062 2.505261
  0.859845 0.475700 1.068236 -0.436314
  0.396850 0.799156 1.313827 0.004953
  0.150239 0.205159 -0.222040 -1.014671
  0.283934 0.112785 -3.381982 1.545785
  0.887674 0.350367 0.347457 0.711842
  0.227451 0.414081 2.192622 0.007280
  0.008395 0.498654 -0.466571 2.094756
  0.985354 0.018730 -1.238276 0.225513
  0.637584 0.144689 -1.053967 -1.525335
  0.282547 0.151240 -0.424131 -1.108994
  0.635803 0.320468 0.199295 -0.840735
  0.169969 0.095619 1.041907 1.956113
  0.861828 0.261608 -0.407614 -1.085125
  0.450705 0.799085 0.143967 0.962496
  0.517193 0.516366 -0.506464 0.838908
  0.662772 0.506890 0.223972 -2.416239
  0.572879 0.075878 0.992241 -0.415921
  0.567244 0.342017 -0.294088 0.237842
  0.563782 0.510259 0.109894 -1.137691
  0.853783 0.012392 0.091635 -1.510985
  0.484764 0.352971 -0.092404 -1.876072
  0.251846 0.293444 0.321639 1.186450
  0.164591 0.467004 0.367073 0.726332
  0.180507 0.977130 -0.101249 0.638990
  0.957212 0.744681 1.234092 0.764021
  0.364801 0.593595 0.765209 -1.274277
  0.152248 0.262223 1.687689 0.145211
  0.626949 0.385556 1.639689 -0.047761
  0.398695 0.080964 -0.722394 -0.317445
  0.406368 0.210019 -0.840364 -1.105537
  0.176579 0.206504 -0.108743 -2.845254
  0.913745 0.715540 1.621972 -0.684312
  0.110212 0.336093 -0.417034 0.684204
  0.893738 0.593742 -0.190096 -1.813588
  0.418810 0.680698 0.375215 -1.158689
  0.014771 0.013550 1.330422 0.576579
  0.593688 0.626628 -0.335271 0.311798
  0.749438 0.021334 -1.044540 1.494809
  0.378633 0.848906 0.051294 -0.073922
  0.322156 0.831972 0.088306 0.271058
  0.683585 0.639502 -0.431649 0.161586
  0.493814 0.341824 0.560927 -0.878100
  0.011900 0.090069 0.912557 1.666390
  0.203496 0.714189 1.215173 -1.832914
  0.338486 0.885520 -0.566677 -0.433204
  0.343981 0.620904 0.545896 0.784445
  0.946340 0.764948 -0.036742 1.285901
  0.673093 0.816473 1.799640 -1.398875
  0.060806 0.850608 0.052671 -0.913554
  0.978738 0.458297 0.942074 -1.016257
  0.908978 0.133113 -0.894730 -1.918526
  0.021966 0.263120 0.238484 1.330222
  0.201945 0.060917 -0.201528 -0.919068
  0.954396 0.965816 0.181131 -1.917134
  0.441590 0.813832 -0.025973 -1.903791
  0.801994 0.318828 -0.565701 0.770171
  0.625143 0.903799 1.360866 1.195893
  0.335363 0.322425 -1.250708 2.252486
  0.637176 0.101767 -0.221144 0.719305
  0.098218 0.567629 0.829947 -1.430179
  0.439389 0.445773 -0.449604 0.394814
  0.769313 0.819404 1.573662 0.640084
  0.117931 0.106439 0.424925 -0.080316
  0.882313 0.571399 -0.443779 0.199659
  0.530296 0.538174 1.078350 0.414922
  0.957531 0.259973 -0.757616 -1.775742
  0.171271 0.739888 -0.623472 0.568123
  0.084433 0.804903 -0.747276 1.154256
  0.091672 0.748751 1.995615 0.890666
  0.067728 0.554894 0.456999 0.425278
  0.775772 0.329732 0.257715 -1.306709
  0.098520 0.364142 -0.767124 -0.539816
  0.271304 0.059770 0.843822 -0.831128
  0.706352 0.388520 0.918433 0.021974
  0.642823 0.971608 -1.277746 0.222468
  0.354747 0.363549 0.107104 -0.523876
  0.525804 0.805516 1.493276 0.423936
  0.830698 0.998954 -1.690013 0.148475
  0.829013 0.952492 0.068802 0.300654
  0.054603 0.223738 -0.272327 0.341637
  0.690498 0.953774 0.679815 0.217651
  0.928039 0.898355 -0.111056 0.386408
  0.231873 0.987451 -0.946427 0.073709
  0.199846 0.815600 -0.741927 -1.311892
  0.264315 0.529048 -0.477981 0.273908
  0.846997 0.691520 -0.955310 0.687460
  0.815341 0.733490 1.271367 1.293600
  0.939934 0.313402 -0.549621 -0.343285
  0.445237 0.380066 2.198996 -0.515920
  0.431697 0.014416 -0.635490 0.542542
  0.154487 0.723133 -1.432199 0.430164
  0.740551 0.294278 1.775131 0.340990
  0.732808 0.163120 0.414848 -0.329708
  0.664944 0.474820 0.667498 -0.767703
  0.174264 0.176674 1.465398 -0.907870
  0.486966 0.015856 -1.807789 -0.477213
  0.980624 0.109088 -0.572682 0.042510
  0.881809 0.041637 0.003175 0.865854
  0.610048 0.183682 0.681053 0.282174
  0.821579 0.364150 -0.528651 1.755071
  0.649224 0.858597 0.205942 -0.871111
  0.147239 0.678565 2.385856 -0.586518
  0.701423 0.357002 0.226177 -0.238157
  0.249948 0.226329 1.754171 -2.189015
  0.538046 0.704605 0.070187 0.541162
  0.667640 0.009968 0.328387 0.498000
  0.786375 0.903868 0.387600 0.040772
  0.079981 0.860267 0.192717 0.918968
  0.395129 0.245989 0.297743 0.815185
  0.750904 0.675006 2.185219 -0.169071
  0.285586 0.312529 0.153778 1.217611
  0.984202 0.442929 -0.836278 0.718137
  0.162786 0.004500 -1.441060 -0.062178
  0.068132 0.520221 0.765300 0.002443
  0.019750 0.691297 -0.031264 -0.466300
  0.358556 0.397310 1.294101 0.062110
  0.328022 0.663205 -1.428534 -2.121939
  0.996576 0.127110 2.453657 -1.107544
  0.472150 0.255247 -0.793911 -0.406368
  0.785303 0.567154 2.431833 1.230117
  0.146575 0.447052 1.502126 0.849732
  0.046569 0.951854 0.539023 -0.098676
  0.486471 0.519139 0.487674 0.711936
  0.371529 0.104899 1.828896 0.517890
  0.561172 0.851189 1.265247 1.022128
  0.207592 0.928524 -0.936238 -0.613830
  0.805880 0.379454 1.001355 -0.574249
  0.387626 0.982085 -0.082699 -0.244643
  0.624831 0.787828 -0.216361 0.161785
  0.666643 0.674160 -2.454322 -0.679085
  0.791247 0.080651 0.091718 -0.253908
  0.696364 0.978373 -0.450737 -0.050794
  0.915375 0.727955 0.638249 0.103868
  0.849713 0.700267 -0.986589 -0.202250
  0.458847 0.501775 -0.431075 -0.607163
  0.021701 0.508542 1.046294 0.424236
  0.035858 0.582464 -0.160283 0.155321
  0.175062 0.767935 -1.010989 1.571911
  0.106402 0.608776 -0.375521 -1.680583
  0.626349 0.315557 -0.568519 0.056339
  0.268205 0.498419 -1.190182 -0.012162
  0.107365 0.641365 0.133343 0.978206
  0.445421 0.203235 0.160426 0.234493
  0.603098 0.266302 -1.223924 -1.720625
  0.796056 0.993552 -1.065347 -1.392356
  0.768333 0.599128 1.268369 -0.335799
  0.923921 0.981027 -0.954599 1.786440
  0.639093 0.156984 1.334030 0.613762
  0.165411 0.895592 -1.399675 0.126576
  0.232813 0.134493 0.291264 0.825441
  0.601966 0.403838 0.504287 -1.700166
  0.390686 0.788883 -0.261793 -0.951960
  0.847891 0.238173 -1.780044 0.179849
  0.157441 0.252895 -0.663689 0.914053
  0.002893 0.521026 -0.965331 0.738624
  0.611213 0.397759 0.916327 -0.158035
  0.469322 0.755232 -0.970833 -1.346031
  0.515767 0.199833 -0.056287 -1.853616
  0.830611 0.282777 0.361728 0.173262
  0.463235 0.073556 0.532876 1.381888
  0.338031 0.346370 0.838729 -0.561228
  0.786478 0.706387 -0.742512 -1.729507
  0.784968 0.483080 -2.115302 -0.284683
  0.325642 0.061973 0.194504 -0.534227
  0.985573 0.263246 0.319773 1.024938
  0.515651 0.719954 0.012157 1.187990
  0.396296 0.390269 0.821940 0.056698
  0.379402 0.994932 2.097933 -1.412120
  0.445842 0.791062 0.212797 -0.597718
  0.486111 0.649840 -0.328354 -0.301036
  0.887942 0.897837 0.440062 -1.071075
  0.694068 0.467976 0.405319 0.751532
  0.528134 0.486724 -0.067055 -0.025595
  0.692783 0.194130 -1.114775 2.341634
  0.113864 0.721930 -0.179944 -0.896772
  0.332394 0.103782 0.457701 -0.560360
  0.321999 0.227672 0.384915 -0.228175
  0.122502 0.884892 -0.507272 -0.036344
  0.511361 0.212043 -1.289655 -0.729777
  0.642297 0.667686 1.065998 2.095841
  0.144508 0.636270 -1.688875 1.262450
  0.318316 0.015392 -0.528836 -1.000270
  0.168626 0.775976 -1.424524 1.789086
  0.986845 0.956943 0.015274 1.093305
  0.608519 0.273931 -1.093214 1.009292
  0.523433 0.325039 1.851570 -0.123001
  0.162433 0.179220 -1.630891 -0.534586
  0.548176 0.772981 0.541181 -0.446520
  0.028097 0.871825 -0.011758 1.897670
  0.902959 0.130276 0.513860 1.028456
  0.065400 0.502817 -0.868042 0.746176
  0.800938 0.063269 -0.221448 2.161206
  0.609695 0.434531 -1.088143 0.534036
  0.890713 0.293999 -0.862966 0.096968
  0.052251 0.672117 -0.421355 -0.238016
  0.223269 0.722807 1.339921 -1.223418
  0.737109 0.406076 -0.273327 -0.072839
  0.843739 0.823965 -0.159226 -0.866059
  0.930935 0.940053 1.256489 0.688448
  0.037675 0.365260 -0.527355 -0.000914
  0.195890 0.999391 -3.337560 -1.060587
  0.056721 0.086299 -0.538256 -0.405284
  0.846110 0.934922 0.783583 -0.870453
  0.402181 0.968455 1.142486 0.998735
  0.953289 0.481820 -2.248943 0.245870
  0.418106 0.481027 0.016840 -1.034171
  0.924477 0.667404 1.728931 0.365149
  0.966805 0.315753 -0.434928 -0.685948
  0.850214 0.206792 0.318497 1.813575
  0.542330 0.232552 -0.138294 -0.207734
  0.217221 0.654529 -0.867912 -0.857918
  0.027468 0.231256 -1.914307 -0.079822
  0.357668 0.965279 0.704594 0.370365
  0.564199 0.208696 2.253214 1.624739
  0.660940 0.892239 -0.777805 0.969853
  0.302427 0.157547 -0.760996 1.078293
  0.680130 0.701694 -0.916830 2.670310
  0.443547 0.931959 0.112720 0.723912
  0.417274 0.102895 -0.020304 0.862584
  0.947349 0.720856 0.206601 0.818965
  0.198255 0.491628 0.067636 -1.428428
  0.057646 0.627946 -0.584454 -1.769618
  0.234731 0.891429 1.890715 1.041379
  0.338873 0.325411 0.649221 0.898711
  0.848191 0.994268 2.245133 2.092514
  0.496601 0.547198 1.087258 -0.101100
  0.099003 0.953355 0.755052 0.538854
  0.372113 0.275248 -0.057307 -0.535061
  0.700562 0.956535 0.288959 1.513657
  0.890804 0.730640 1.228047 -1.317576
  0.373033 0.610707 -1.300738 -1.661355
  0.753136 0.463705 0.498367 -1.271839
  0.885038 0.030216 -0.003505 0.760747
  0.620533 0.352269 -0.240003 0.162995
  0.191453 0.787828 0.021825 -0.683714
  0.374918 0.294287 1.596354 0.090753
  0.178513 0.026591 -0.639517 0.508192
  0.223387 0.937244 0.027853 -1.539235
  0.083281 0.374014 -0.282092 1.350058
  0.126658 0.289863 -1.119938 0.694323
  0.108580 0.823459 -0.105904 -0.768242
  0.137781 0.882422 -0.611838 1.185203
  0.116003 0.698236 0.399657 1.051092
  0.109132 0.080659 -1.854097 -0.499683
  0.060931 0.229372 0.667559 -0.325927
  0.772712 0.695948 -0.252887 -0.473820
  0.853319 0.918707 -1.559914 0.926361
  0.996861 0.324558 0.092775 -0.114855
  0.356748 0.656430 -0.171280 -0.072327
  0.078470 0.221868 -0.626057 -0.390916
  0.960960 0.788368 -0.387028 3.216495
  0.473134 0.010217 -0.526704 -0.398620
  0.921000 0.099703 0.224822 0.086974
  0.001017 0.516734 -0.529670 -0.348273
  0.975834 0.981695 0.522610 0.190936
  0.300687 0.802843 1.038491 -1.961596
  0.010975 0.616645 -0.554620 0.846824
  0.002465 0.178384 -0.818452 -2.028037
  0.913902 0.868442 0.133122 -0.474885
  0.756015 0.572272 -1.751122 0.011185
  0.878320 0.158960 -0.243398 -1.929194
  0.808098 0.184976 1.553378 1.307163
  0.193030 0.911600 0.205247 0.493407
  0.488719 0.518625 -0.181061 1.735750
  0.191789 0.994061 0.433215 -1.408525
  0.003078 0.187398 -0.778460 0.948750
  0.929285 0.002095 1.472278 -0.366068
  0.363427 0.214654 0.016094 1.160964
  0.399740 0.432300 -0.095880 0.554409
  0.585987 0.343320 0.284884 -0.495346
  0.439565 0.279424 -0.688191 -1.085093
  0.006152 0.963316 -1.393195 -0.230421
  0.222971 0.047791 -1.850248 0.450595
  0.564331 0.282781 0.411549 1.102045
  0.352847 0.408560 -0.493270 -0.070091
  0.313251 0.736252 -1.789693 0.732137
  0.709244 0.153525 0.358579 -0.443191
  0.468056 0.254259 -0.696490 1.664379
  0.941091 0.349900 0.085046 -0.733202
  0.436725 0.083582 -1.948480 0.733803
  0.787929 0.480508 -1.113595 0.526693
  0.923338 0.700294 -1.021500 1.853041
  0.999964 0.276274 0.207552 -0.100789
  0.472946 0.494661 -0.875486 2.462730
  0.458944 0.543665 0.970992 0.899463
  0.556775 0.366036 0.547059 1.132086
  0.729202 0.264467 -0.204858 -0.587850
  0.730467 0.387032 -1.034250 0.697596
  0.373874 0.441193 0.907838 -0.064212
  0.532578 0.711355 -0.020269 -1.519220
  0.935256 0.341661 -1.019580 0.918400
  0.555113 0.318518 -0.394047 -0.659191
  0.869674 0.873892 -0.217255 -1.214653
  0.773638 0.875207 0.846117 -0.621903
  0.031580 0.178016 0.091491 0.435861
  0.215534 0.904071 -1.158002 0.511636
  0.228287 0.908404 -0.901110 -0.522772
  0.143462 0.627112 -1.244116 0.927939
  0.295097 0.738949 -1.056916 0.112806
  0.919636 0.013023 0.741325 0.886482
  0.085204 0.094268 0.700322 1.418026
  0.190470 0.673184 -0.672922 -0.967465
  0.279967 0.507354 -0.890362 0.068079
  0.363348 0.493387 -0.743070 0.092268
  0.621278 0.844292 -1.612380 -1.184875
  0.001440 0.574237 1.323863 1.638598
  0.521522 0.833835 -2.451971 0.101465
  0.927884 0.350930 -0.728035 0.946733
  0.713675 0.474957 0.637057 1.008684
  0.006147 0.699802 0.456441 -0.900069
  0.490609 0.183815 -0.312795 0.373926
  0.519962 0.122382 0.494392 1.042504
  0.070580 0.921740 -0.308386 -1.755476
  0.122945 0.356419 -0.313131 -1.490960
  0.466411 0.787497 1.060273 -2.359063
  0.488987 0.109473 1.032350 2.346576
  0.062035 0.765706 -0.931781 0.927490
  0.460039 0.780095 -0.213207 0.003673
  0.273269 0.748042 -0.768021 0.505214
  0.610803 0.680978 0.485984 -0.929892
  0.920967 0.746950 -0.427481 0.550468
  0.741732 0.326261 1.526096 0.315461
  0.879007 0.781035 0.312136 0.253119
  0.767861 0.834864 -0.796685 -0.184975
  0.649820 0.305717 -1.026738 -0.527307
  0.033357 0.175285 0.201152 -0.778393
  0.952122 0.325218 1.039176 -0.476843
  0.957618 0.292793 -2.166322 -0.585259
  0.995425 0.506748 0.706401 0.814854
  0.046642 0.150416 -0.695520 -0.950892
  0.974256 0.849515 -1.095453 -0.359442
  0.270697 0.898892 -0.338955 0.553186
  0.895629 0.457828 0.569606 0.269766
  0.815673 0.254864 -0.676905 -1.914088
  0.338452 0.174186 0.490703 0.074036
  0.900636 0.725814 -0.004891 -2.183760
  0.216939 0.302620 -0.960720 1.663348
  0.283229 0.642546 1.167940 0.120373
  0.680445 0.671726 0.237821 -0.619986
  0.250011 0.706063 -0.841295 -0.247190
  0.551617 0.046528 -0.102888 -0.898739
  0.350239 0.061523 -1.704199 -0.025162
  0.626512 0.062858 0.650541 -0.986979
  0.135909 0.875466 -0.971730 1.499910
  0.999613 0.096891 -0.698361 0.524437
  0.224521 0.107501 0.054011 -0.158296
  0.594402 0.152549 0.129890 0.795431
  0.934884 0.521926 0.621158 0.920772
  0.596031 0.132418 -0.021057 1.351518
  0.588327 0.761432 -1.238280 0.982850
  0.519624 0.450483 0.167319 0.343908
  0.972045 0.779947 -0.476960 0.173181
  0.072323 0.581309 0.728764 -0.465796
  0.460553 0.167678 -0.696133 2.005420
  0.839783 0.959482 -0.211263 -0.011668
  0.612902 0.449724 -0.676002 -0.655513
  0.836996 0.075663 -0.248237 -0.795476
  0.351750 0.655736 -1.002703 -0.686381
  0.413690 0.197787 0.136991 -1.102334
  0.371403 0.498509 -0.440266 -1.018929
  0.969640 0.115211 0.992482 0.497833
  0.593513 0.578296 -0.346233 0.601349
  0.371390 0.690243 -0.551108 -0.221252
  0.418436 0.724372 1.169298 -0.238739
  0.940541 0.319738 -0.425287 0.865185
  0.342391 0.601125 0.017245 0.601498
  0.816994 0.130716 -0.247665 -0.606552
  0.380665 0.665182 -1.143986 1.566334
  0.892947 0.731514 -1.887339 -0.615304
  0.973764 0.934488 -1.454395 -1.133401
  0.615651 0.735576 -0.854943 1.278807
  0.334118 0.866463 -1.615263 -1.397349
  0.948613 0.708351 0.550050 2.229751
  0.447944 0.534806 -1.376300 -2.458288
  0.885259 0.768442 -1.495422 -0.299327
  0.393145 0.314884 0.121825 0.021826
  0.231043 0.168370 -1.025076 -0.152655
  0.665898 0.102353 0.985535 0.229302
  0.487148 0.769922 -0.447613 -0.989616
  0.283855 0.957885 -1.025748 -1.850909
  0.332063 0.007033 -0.205751 -0.708357
  0.391079 0.390355 -0.247435 -2.597481
  0.627258 0.098422 0.581235 -1.694845
  0.806258 0.882560 -0.857127 1.298610
  0.754629 0.949929 0.119166 0.409125
  0.385556 0.815216 -0.425628 -0.458026
  0.677234 0.410081 -0.939534 0.826227
  0.327332 0.547183 0.055120 -2.014532
  0.221629 0.357140 1.788066 -1.432449
  0.729221 0.736219 0.639959 0.196280
  0.145886 0.032194 0.401863 0.715069
  0.606952 0.403200 0.779326 -0.193200
  0.536809 0.648461 0.775629 0.602872
  0.373940 0.531720 0.469239 1.240970
  0.214857 0.624940 -1.272409 -0.607510
  0.254592 0.257298 -0.969023 0.511208
  0.915374 0.393332 -0.103117 -0.437638
  0.455782 0.384758 -0.858148 -0.289692
  0.750796 0.104914 0.239056 1.050796
  0.522796 0.208913 -0.066824 -0.455118
  0.098024 0.558019 0.743537 1.663638
  0.519514 0.559851 0.894544 -0.025066
  0.467060 0.474651 -0.473632 0.149788
  0.649604 0.236466 0.625508 1.727283
  0.885239 0.841033 -0.305567 -0.103700
  0.905689 0.742882 -0.332218 -1.298155
  0.832390 0.404376 1.627002 -0.037979
  0.794165 0.555146 -0.225500 -0.913608
  0.549174 0.479412 -0.448979 1.539692
  0.627641 0.264461 -0.881377 -1.412459
  0.159057 0.318358 -1.325118 0.399810
  0.042339 0.394774 1.059655 -1.459633
  0.397171 0.800573 0.638568 0.439836
  0.951724 0.779634 -0.824251 -0.568111
  0.366448 0.324125 -1.660672 0.571525
  0.582854 0.770527 -0.270368 -1.542053
  0.481980 0.418513 1.352979 0.619325
  0.470379 0.755136 0.222347 0.306437
  0.340346 0.169668 -0.515190 1.213853
  0.368267 0.029454 -0.148925 -1.153437
  0.777861 0.734123 1.555817 1.872445
  0.725173 0.068927 -1.197855 -1.028325
  0.684492 0.699336 -0.416502 1.031794
  0.302255 0.382268 1.233673 1.056999
  0.676820 0.020721 -1.716888 -0.021261
  0.173448 0.513902 2.367399 0.680598
  0.882079 0.583777 -0.685036 -0.438048
  0.478607 0.163250 0.628451 -0.017676
  0.134338 0.983043 0.189036 2.276253
  0.408873 0.430781 0.050514 0.884898
  0.298065 0.210207 0.618328 1.186184
  0.680075 0.713465 0.209934 -0.255455
  0.327274 0.277810 -0.909913 0.166970
  0.709486 0.486610 1.307580 2.077629
  0.096572 0.344009 -0.356371 -0.215279
  0.037139 0.634547 1.798341 -0.807743
  0.473415 0.629818 0.713296 -0.467993
  0.441010 0.821210 0.205401 -1.054147
  0.910830 0.980584 -1.051382 0.752243
  0.780452 0.488054 -0.853579 -1.476769
  0.547154 0.114696 -1.745935 0.472943
  0.872968 0.548018 0.720315 -1.080996
  0.444016 0.587854 -0.237410 0.036305
  0.522184 0.307167 -2.119928 1.538777
  0.970890 0.977037 -1.124952 -0.602893
  0.490049 0.046578 0.162234 0.061942
  0.939139 0.414941 0.064592 0.292794
  0.471936 0.272480 0.488960 1.924505
  0.987252 0.948712 -2.445910 -1.293802
  0.164634 0.205514 0.771527 -0.898829
  0.142282 0.506610 -1.239705 -0.798187
  0.992352 0.084961 -0.299953 0.741634
  0.560042 0.844708 -0.073656 0.404179
  0.192000 0.642346 -1.035999 0.984400
  0.931078 0.943158 -0.997503 1.211563
  0.266667 0.472300 0.312846 -0.969603
  0.377038 0.363570 0.291970 0.742269
  0.178323 0.443618 1.534104 -1.195413
  0.718975 0.992365 -0.474886 0.213944
  0.727025 0.541014 -0.795642 -2.017496
  0.393599 0.342420 -2.214800 -0.025396
  0.860655 0.165147 0.210673 0.643243
  0.948313 0.560493 -1.081422 -0.607013
  0.356125 0.974221 -1.362885 -0.516142
  0.265116 0.375972 0.175291 0.232065
  0.909886 0.765853 1.174370 -0.819850
  0.684165 0.445378 -0.573917 0.395142
  0.484800 0.272561 -1.491795 0.303900
  0.993138 0.054279 0.260472 0.527519
  0.574020 0.798127 1.714297 -0.843647
  0.663127 0.673907 1.334654 0.849046
  0.365778 0.338657 -1.783589 0.487157
  0.684164 0.640367 0.257543 -0.522658
  0.382341 0.465422 -0.836362 0.698995
  0.630948 0.232705 0.486871 -0.025356
  0.420738 0.017393 0.635994 0.385528
  0.049837 0.710111 -0.471290 0.031206
  0.147581 0.441550 1.372582 -1.957426
  0.446537 0.180698 0.182836 -1.271769
  0.705236 0.553016 1.027684 -0.444482
  0.305036 0.217773 -1.003213 -0.324055
  0.389441 0.222706 -1.485083 0.177257
  0.358525 0.874233 -0.411795 0.346352
  0.617635 0.167682 0.700684 -0.310149
